R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,date,location,R_SIG_STR._ATT,R_SIG_STR._LANDED,B_SIG_STR._ATT,B_SIG_STR._LANDED,R_TOTAL_STR._ATT,R_TOTAL_STR._LANDED,B_TOTAL_STR._ATT,B_TOTAL_STR._LANDED,R_TD_ATT,R_TD_LANDED,B_TD_ATT,B_TD_LANDED,R_HEAD_ATT,R_HEAD_LANDED,B_HEAD_ATT,B_HEAD_LANDED,R_BODY_ATT,R_BODY_LANDED,B_BODY_ATT,B_BODY_LANDED,R_LEG_ATT,R_LEG_LANDED,B_LEG_ATT,B_LEG_LANDED,R_DISTANCE_ATT,R_DISTANCE_LANDED,B_DISTANCE_ATT,B_DISTANCE_LANDED,R_CLINCH_ATT,R_CLINCH_LANDED,B_CLINCH_ATT,B_CLINCH_LANDED,R_GROUND_ATT,R_GROUND_LANDED,B_GROUND_ATT,B_GROUND_LANDED,title_bout,weight_class,total_time_fought(sec),no_of_rounds,Red_win
Yoel Romero,Luke Rockhold,1,0,0.48,0.37,0.0,0.0,0,0,0,0,0,0,KO,3,2018-02-10,0,92,45,119,45,99,52,119,45,0,0,0,0,60,23,87,22,17,10,15,10,15,12,17,13,73,31,118,44,18,13,1,1,1,1,0,0,1,Middleweight,708,5,1
Mark Hunt,Curtis Blaydes,1,0,0.43,0.53,0.0,0.71,0,0,0,10,0,0,Other,3,2018-02-10,0,32,14,105,56,53,35,184,126,0,0,14,10,31,13,95,46,0,0,6,6,1,1,4,4,29,11,54,11,2,2,1,1,1,1,50,44,0,Heavyweight,900,3,0
Tai Tuivasa,Cyril Asker,0,0,0.74,0.27,0.0,0.0,0,0,0,0,0,0,KO,1,2018-02-10,0,51,38,11,3,52,39,11,3,0,0,0,0,43,30,10,2,8,8,1,1,0,0,0,0,37,26,8,1,14,12,3,2,0,0,0,0,0,Heavyweight,138,3,1
Jake Matthews,Jingliang Li,2,0,0.49,0.32,0.5,0.0,1,0,4,0,0,1,Other,3,2018-02-10,0,127,63,152,49,156,89,163,56,4,2,1,0,121,61,134,35,2,0,4,4,4,2,14,10,87,38,132,40,4,1,6,4,36,24,14,5,0,Welterweight,900,3,1
Tyson Pedro,Saparbeg Safarov,0,0,0.52,0.36,0.0,0.4,1,0,0,1,0,0,Submission,1,2018-02-10,0,23,12,22,8,28,17,24,10,1,0,5,2,17,6,20,6,2,2,1,1,4,4,1,1,18,10,14,4,5,2,6,3,0,0,2,1,0,Light Heavyweight,234,3,1
Damien Brown,Dong Hyun Ma,0,0,0.37,0.43,0.0,0.0,0,0,0,0,0,0,Other,3,2018-02-10,0,123,46,153,67,123,46,154,68,0,0,0,0,81,16,114,43,19,12,19,7,23,18,20,17,123,46,153,67,0,0,0,0,0,0,0,0,0,Lightweight,900,3,0
Rob Wilkinson,Israel Adesanya,0,1,0.47,0.69,0.2,0.0,0,0,1,0,0,0,KO,2,2018-02-10,0,46,22,75,52,59,33,94,70,15,3,0,0,22,6,56,35,10,5,13,13,14,11,6,4,26,7,45,28,20,15,30,24,0,0,0,0,0,Middleweight,517,3,0
Alexander Volkanovski,Jeremy Kennedy,0,0,0.6,0.32,0.66,0.0,0,0,4,0,0,0,KO,2,2018-02-10,0,120,73,25,8,158,105,29,11,3,2,3,0,103,57,24,7,10,10,1,1,7,6,0,0,9,4,18,1,8,5,0,0,103,64,7,7,0,Featherweight,597,3,1
Jussier Formiga,Ben Nguyen,1,0,0.55,0.32,0.5,0.0,1,0,4,0,0,0,Submission,3,2018-02-10,0,49,27,65,21,72,50,82,37,4,2,0,0,44,24,46,8,4,2,15,10,1,1,4,3,29,12,49,7,5,1,15,13,15,14,1,1,0,Flyweight,703,3,1
Ross Pearson,Mizuto Hirota,0,0,0.32,0.36,0.0,0.0,0,0,0,0,0,0,Other,3,2018-02-10,0,176,58,213,77,177,59,213,77,0,0,1,0,134,31,176,49,30,16,10,3,12,11,27,25,174,57,208,73,2,1,5,4,0,0,0,0,0,Lightweight,900,3,1
Teruto Ishihara,Jose Quinonez,1,0,0.3,0.5,0.25,0.28,0,0,0,1,0,0,Other,3,2018-02-10,0,109,33,98,49,111,35,103,54,4,1,7,2,77,8,59,16,12,6,8,6,20,19,31,27,102,29,89,42,7,4,9,7,0,0,0,0,0,Bantamweight,900,3,0
Luke Jumeau,Daichi Abe,0,0,0.48,0.36,1.0,0.0,0,0,0,0,0,0,Other,3,2018-02-10,0,130,63,171,63,131,64,176,65,1,1,1,0,93,35,144,43,20,11,14,7,17,17,13,13,118,58,145,47,7,2,14,8,5,3,12,8,0,Welterweight,900,3,1
Lyoto Machida,Eryk Anders,0,0,0.55,0.41,0.0,0.27,0,0,0,0,0,0,Other,5,2018-02-03,0,112,62,77,32,116,66,94,46,0,0,11,3,57,18,63,18,31,23,13,13,24,21,1,1,94,49,60,19,7,6,15,12,11,7,2,1,0,Middleweight,1500,5,1
Valentina Shevchenko,Priscila Cachoeira,0,0,0.84,0.16,1.0,0.0,2,0,4,0,0,0,Submission,2,2018-02-03,0,113,95,12,2,254,230,13,3,2,2,0,0,103,87,12,2,9,8,0,0,1,0,0,0,20,11,12,2,0,0,0,0,93,84,0,0,0,Women's Flyweight,565,3,1
Michel Prazeres,Desmond Green,0,0,0.5,0.54,0.37,0.5,3,0,3,1,0,0,Other,3,2018-02-03,0,72,36,61,33,106,70,79,50,8,3,6,3,52,22,36,9,14,8,15,15,6,6,10,9,51,17,45,20,7,6,16,13,14,13,0,0,0,Lightweight,900,3,1
Tim Johnson,Marcelo Golm,0,0,0.52,0.67,0.0,0.0,0,0,0,0,0,0,Other,3,2018-02-03,0,146,77,87,59,217,139,119,89,6,0,0,0,102,42,67,40,32,25,14,13,12,10,6,6,80,23,51,27,66,54,36,32,0,0,0,0,0,Heavyweight,900,3,1
Douglas Silva de Andrade,Marlon Vera,0,0,0.41,0.37,0.33,0.0,0,0,0,0,0,0,Other,3,2018-02-03,0,232,97,191,72,234,99,195,75,3,1,0,0,180,55,138,28,31,23,29,22,21,19,24,22,224,92,187,71,6,4,3,1,2,1,1,0,0,Bantamweight,900,3,1
Thiago Santos,Anthony Smith,2,0,0.7,0.45,0.0,0.33,0,0,0,1,1,0,KO,2,2018-02-03,0,82,58,22,10,106,80,26,13,1,0,3,1,56,33,22,10,21,20,0,0,5,5,0,0,24,13,20,8,4,3,1,1,54,42,1,1,0,Middleweight,363,3,1
Sergio Moraes,Tim Means,0,1,0.45,0.47,0.0,0.0,0,0,0,0,0,0,Other,3,2018-02-03,0,192,87,274,129,195,89,282,136,1,0,0,0,168,70,229,91,22,15,28,22,2,2,17,16,192,87,268,124,0,0,1,1,0,0,5,4,0,Welterweight,900,3,1
Alan Patrick,Damir Hadzovic,0,0,0.62,0.8,0.6,0.0,0,1,6,0,0,0,Other,3,2018-02-03,0,45,28,25,20,129,91,81,67,15,9,0,0,35,20,8,5,7,5,17,15,3,3,0,0,18,8,9,6,4,3,12,11,23,17,4,3,0,Lightweight,900,3,1
Maia Stevenson,Polyana Viana,0,0,0.54,0.66,1.0,0.5,0,3,0,4,0,1,Submission,1,2018-02-03,0,11,6,18,12,16,11,35,25,1,1,2,1,6,1,16,11,3,3,2,1,2,2,0,0,9,4,8,4,2,2,2,1,0,0,8,7,0,Women's Strawweight,230,3,0
Iuri Alcantara,Joe Soto,1,0,0.56,0.5,0.0,0.0,0,0,1,0,0,0,KO,1,2018-02-03,0,30,17,2,1,30,17,2,1,0,0,1,0,26,13,1,1,3,3,0,0,1,1,1,0,17,8,2,1,2,1,0,0,11,8,0,0,0,Bantamweight,66,3,1
Deiveson Figueiredo,Joseph Morales,1,0,0.5,0.28,1.0,0.0,1,0,3,0,0,0,KO,2,2018-02-03,0,62,31,32,9,76,44,35,11,2,2,1,0,51,25,24,5,11,6,4,2,0,0,4,2,27,11,20,7,0,0,1,0,35,20,11,2,0,Flyweight,574,3,1
Jacare Souza,Derek Brunson,1,0,0.42,0.23,0.0,0.0,0,0,0,0,0,0,KO,1,2018-01-27,0,21,9,34,8,21,9,34,8,1,0,0,0,10,7,28,5,11,2,4,2,0,0,2,1,17,6,34,8,1,1,0,0,3,2,0,0,0,Middleweight,230,5,1
Dennis Bermudez,Andre Fili,0,0,0.52,0.34,0.09,0.33,0,0,1,1,0,0,Other,3,2018-01-27,0,196,103,229,80,227,133,242,93,11,1,12,4,138,56,214,70,21,12,9,5,37,35,6,5,176,91,220,76,20,12,9,4,0,0,0,0,0,Featherweight,900,3,0
Jordan Rinaldi,Gregor Gillespie,0,0,0.43,0.61,0.0,0.5,0,0,0,7,0,0,KO,1,2018-01-27,0,16,7,55,34,16,7,63,42,0,0,2,1,14,5,51,31,1,1,2,1,1,1,2,2,16,7,19,5,0,0,1,1,0,0,35,28,0,Lightweight,286,3,0
Drew Dober,Frank Camacho,0,0,0.45,0.47,0.0,1.0,0,0,0,3,0,1,Other,3,2018-01-27,0,322,145,223,106,338,161,269,148,6,0,3,3,262,96,194,80,45,34,29,26,15,15,0,0,293,125,209,99,19,15,8,6,10,5,6,1,0,Welterweight,900,3,1
Erik Koch,Bobby Green,0,0,0.38,0.56,1.0,0.2,0,0,2,2,1,1,Other,3,2018-01-27,0,146,56,194,110,150,60,220,134,1,1,5,1,129,45,116,48,10,7,56,43,7,4,22,19,129,45,128,55,6,3,42,37,11,8,24,18,0,Lightweight,900,3,0
Mirsad Bektic,Godofredo Pepey,1,0,0.36,0.29,0.0,0.0,0,0,0,0,0,0,KO,1,2018-01-27,0,33,12,17,5,34,12,17,5,0,0,0,0,24,7,12,2,4,1,4,2,5,4,1,1,29,9,16,4,0,0,1,1,4,3,0,0,0,Featherweight,167,3,1
Katlyn Chookagian,Mara Romero Borella,0,0,0.26,0.37,0.0,0.33,1,0,0,0,0,0,Other,3,2018-01-27,0,252,68,211,79,257,71,214,80,1,0,3,1,212,37,170,46,31,22,6,3,9,9,35,30,247,63,210,78,5,5,1,1,0,0,0,0,0,Women's Flyweight,900,3,1
Randa Markos,Juliana Lima,0,0,0.7,0.48,0.28,0.5,0,0,6,1,1,0,Other,3,2018-01-27,0,65,46,37,18,149,114,56,34,7,2,2,1,25,11,11,5,11,10,11,5,29,25,15,8,14,4,23,6,33,29,14,12,18,13,0,0,0,Women's Strawweight,900,3,1
Justine Kish,Ji Yeon Kim,0,0,0.47,0.31,0.0,0.0,0,0,0,0,0,0,Other,3,2018-01-27,0,203,96,215,68,203,96,216,68,0,0,0,0,132,43,201,60,31,22,11,5,40,31,3,3,197,93,210,66,6,3,5,2,0,0,0,0,0,Women's Flyweight,900,3,0
Vinc Pichel,Joaquim Silva,0,0,0.32,0.45,0.25,0.0,0,0,0,0,0,0,Other,3,2018-01-27,0,186,60,100,45,188,62,109,54,4,1,0,0,135,24,79,30,21,15,15,10,30,21,6,5,174,50,97,44,12,10,3,1,0,0,0,0,0,Lightweight,900,3,1
Niko Price,George Sullivan,0,0,0.51,0.34,0.4,0.16,3,0,3,0,1,0,Submission,2,2018-01-27,0,47,24,61,21,67,35,88,42,5,2,6,1,34,13,53,15,9,7,4,3,4,4,4,3,27,11,37,7,13,7,5,4,7,6,19,10,0,Welterweight,561,3,1
Austin Arnett,Cory Sandhagen,0,1,0.35,0.54,1.0,1.0,0,0,1,1,0,1,KO,2,2018-01-27,0,90,32,147,80,95,35,179,108,1,1,1,1,84,29,104,47,6,3,32,23,0,0,11,10,84,31,90,45,6,1,33,20,0,0,24,15,0,Featherweight,528,3,0
Stipe Miocic,Francis Ngannou,0,0,0.73,0.18,0.42,0.0,0,1,4,0,0,0,Other,5,2018-01-20,0,95,70,113,21,244,200,126,33,14,6,1,0,67,45,106,17,11,9,7,4,17,16,0,0,52,37,105,19,6,5,8,2,37,28,0,0,1,Heavyweight,1500,5,1
Daniel Cormier,Volkan Oezdemir,0,0,0.52,0.46,0.66,0.0,1,0,3,0,0,0,KO,2,2018-01-20,0,61,32,82,38,113,84,86,42,3,2,0,0,59,30,63,23,1,1,15,11,1,1,4,4,46,24,70,33,8,3,12,5,7,5,0,0,1,Light Heavyweight,420,5,1
Calvin Kattar,Shane Burgos,1,0,0.43,0.47,0.0,0.0,0,0,0,0,0,0,KO,3,2018-01-20,0,194,85,186,89,195,86,188,91,1,0,0,0,174,73,126,46,10,5,38,25,10,7,22,18,182,79,182,86,2,1,4,3,10,5,0,0,0,Featherweight,632,3,1
Gian Villante,Francimar Barroso,0,0,0.35,0.57,0.0,0.0,0,0,0,0,0,0,Other,3,2018-01-20,0,209,74,128,74,209,74,128,74,0,0,0,0,184,57,86,38,17,11,24,18,8,6,18,18,208,74,127,74,1,0,1,0,0,0,0,0,0,Light Heavyweight,900,3,1
Thomas Almeida,Rob Font,0,2,0.26,0.31,0.0,0.33,0,0,0,0,0,0,KO,2,2018-01-20,0,90,24,132,41,92,24,139,48,0,0,3,1,66,11,120,35,8,2,9,4,16,11,3,2,89,24,111,26,1,0,15,11,0,0,6,4,0,Bantamweight,444,3,0
Kyle Bochniak,Brandon Davis,0,0,0.25,0.33,0.2,1.0,0,0,0,0,0,0,Other,3,2018-01-20,0,132,33,112,38,134,35,133,59,15,3,1,1,117,29,87,19,15,4,11,7,0,0,14,12,118,26,106,35,14,7,6,3,0,0,0,0,0,Featherweight,900,3,1
Sabah Homasi,Abdul Razak Alhassan,0,1,0.32,0.39,0.5,0.0,0,0,0,0,0,0,KO,1,2018-01-20,0,25,8,33,13,26,9,42,20,2,1,0,0,19,3,29,11,6,5,1,0,0,0,3,2,20,4,28,11,5,4,5,2,0,0,0,0,0,Welterweight,227,3,0
Dustin Ortiz,Alexandre Pantoja,0,0,0.45,0.38,0.58,1.0,0,2,1,4,2,2,Other,3,2018-01-20,0,80,36,49,19,147,92,79,49,12,7,1,1,59,19,41,13,10,8,5,4,11,9,3,2,60,21,44,15,8,6,2,1,12,9,3,3,0,Flyweight,900,3,1
Dan Ige,Julio Arce,0,0,0.3,0.35,0.07,0.0,0,0,0,0,0,0,Other,3,2018-01-20,0,113,35,201,72,116,36,216,87,13,1,0,0,78,15,184,60,17,6,16,11,18,14,1,1,102,33,184,61,11,2,14,8,0,0,3,3,0,Featherweight,900,3,0
Matt Bessette,Enrique Barzola,0,0,0.29,0.45,0.0,0.5,0,0,0,0,0,0,Other,3,2018-01-20,0,146,43,122,55,158,55,143,73,0,0,10,5,113,27,83,25,31,15,17,13,2,1,22,17,143,41,98,43,3,2,0,0,0,0,24,12,0,Featherweight,900,3,0
Islam Makhachev,Gleison Tibau,1,0,0.5,0.5,0.0,0.0,0,0,0,0,0,0,KO,1,2018-01-20,0,6,3,4,2,6,3,4,2,0,0,0,0,5,2,2,1,1,1,1,0,0,0,1,1,4,2,4,2,0,0,0,0,2,1,0,0,0,Lightweight,57,3,1
Jeremy Stephens,Dooho Choi,1,0,0.36,0.55,0.0,0.0,0,0,0,0,0,0,KO,2,2018-01-14,0,133,49,79,44,133,49,80,45,0,0,0,0,111,32,51,24,6,6,7,3,16,11,21,17,124,42,76,42,3,3,3,2,6,4,0,0,0,Featherweight,456,5,1
Paige VanZant,Jessica-Rose Clark,0,0,0.45,0.56,0.0,0.66,0,1,0,4,1,1,Other,3,2018-01-14,0,118,54,98,55,162,96,122,78,2,0,3,2,75,29,71,36,32,18,19,12,11,7,8,7,100,40,67,32,3,2,11,7,15,12,20,16,0,Women's Flyweight,900,3,0
Kamaru Usman,Emil Meek,0,0,0.75,0.44,0.42,0.0,0,2,7,0,0,0,Other,3,2018-01-14,0,66,50,67,30,132,112,131,86,19,8,0,0,44,29,54,20,10,9,10,7,12,12,3,3,15,8,48,17,8,8,4,4,43,34,15,9,0,Welterweight,900,3,1
Darren Elkins,Michael Johnson,0,0,0.28,0.45,0.25,0.0,1,0,2,0,0,0,Submission,2,2018-01-14,0,64,18,98,45,108,54,99,46,4,1,0,0,57,13,74,29,7,5,13,9,0,0,11,7,60,17,97,45,2,0,1,0,2,1,0,0,0,Featherweight,442,3,1
James Krause,Alex White,0,0,0.52,0.44,0.27,1.0,2,0,4,0,1,0,Other,3,2018-01-14,0,67,35,127,56,93,56,175,97,11,3,1,1,60,30,109,42,4,3,17,14,3,2,1,0,43,18,91,29,2,1,15,12,22,16,21,15,0,Lightweight,900,3,1
Matt Frevola,Polo Reyes,0,2,0.3,0.46,0.0,0.0,0,0,0,0,0,0,KO,1,2018-01-14,0,30,9,39,18,30,9,40,19,0,0,0,0,26,5,38,17,4,4,1,1,0,0,0,0,29,8,36,17,1,1,2,0,0,0,1,1,0,Lightweight,60,3,0
Talita Bernardo,Irene Aldana,0,0,0.52,0.4,0.09,0.5,0,0,1,6,1,3,Other,3,2018-01-14,0,87,46,171,70,119,74,258,148,11,1,2,1,69,31,153,57,4,3,13,10,14,12,5,3,72,36,140,46,3,2,5,3,12,8,26,21,0,Women's Bantamweight,900,3,0
Kyung Ho Kang,Guido Cannetti,0,0,0.27,0.48,0.5,0.5,1,0,1,0,0,0,Submission,1,2018-01-14,0,11,3,39,19,36,28,42,22,2,1,2,1,9,3,29,12,2,0,7,4,0,0,3,3,8,1,29,9,1,1,5,5,2,1,5,5,0,Bantamweight,293,3,1
Kalindra Faria,Jessica Eye,0,0,0.54,0.51,0.5,0.75,1,6,1,3,0,0,Other,3,2018-01-14,0,70,38,49,25,91,52,86,53,2,1,4,3,58,28,42,20,8,6,4,2,4,4,3,3,48,18,35,15,8,7,3,3,14,13,11,7,0,Women's Flyweight,900,3,0
Danielle Taylor,JJ Aldrich,0,0,0.27,0.36,0.0,0.2,0,0,0,1,0,0,Other,3,2018-01-14,0,136,38,150,54,163,64,164,67,1,0,5,1,107,21,137,47,17,8,10,5,12,9,3,2,129,35,142,48,6,2,7,6,1,1,1,0,0,Women's Strawweight,900,3,0
Mads Burnell,Mike Santiago,0,0,0.58,0.64,0.42,1.0,1,2,11,3,1,1,Other,3,2018-01-14,0,34,20,79,51,169,110,127,95,7,3,3,3,34,20,56,34,0,0,14,11,0,0,9,6,15,5,29,13,1,1,28,22,18,14,22,16,0,Featherweight,900,3,1
Cris Cyborg,Holly Holm,0,0,0.52,0.19,0.0,0.0,0,0,0,0,0,0,Other,5,2017-12-30,1,223,118,227,44,237,131,232,48,0,0,0,0,164,70,203,33,37,29,14,8,22,19,10,3,205,101,225,43,18,17,2,1,0,0,0,0,1,Women's Featherweight,1500,5,1
Khabib Nurmagomedov,Edson Barboza,0,0,0.5,0.32,0.3,0.0,0,0,4,0,0,0,Other,3,2017-12-30,1,177,89,76,25,246,154,77,25,13,4,0,0,162,77,47,6,11,8,19,11,4,4,10,8,96,32,74,23,3,2,2,2,78,55,0,0,0,Lightweight,900,3,1
Dan Hooker,Marc Diakiese,0,0,0.42,0.34,0.66,0.0,1,0,1,0,0,1,Submission,3,2017-12-30,1,40,17,69,24,48,24,87,41,3,2,5,0,16,3,34,9,10,3,9,4,14,11,26,11,40,17,68,23,0,0,1,1,0,0,0,0,0,Lightweight,642,3,1
Cynthia Calvillo,Carla Esparza,0,0,0.33,0.34,0.33,0.22,0,1,2,0,0,1,Other,3,2017-12-30,1,112,38,138,48,131,57,153,62,3,1,9,2,106,35,114,27,4,3,5,3,2,0,19,18,95,23,125,41,4,4,7,3,13,11,6,4,0,Women's Strawweight,900,3,0
Carlos Condit,Neil Magny,0,0,0.33,0.28,0.0,0.66,0,0,0,1,0,0,Other,3,2017-12-30,1,112,37,114,32,140,64,150,64,0,0,9,6,69,10,83,14,21,10,21,13,22,17,10,5,103,32,102,24,9,5,9,6,0,0,3,2,0,Welterweight,900,3,0
Khalil Rountree Jr.,Michal Oleksiejczuk,0,0,0.28,0.58,0.0,0.66,1,0,0,1,0,0,Other,3,2017-12-30,1,180,52,130,76,198,67,171,113,0,0,3,2,153,37,89,40,21,12,33,29,6,3,8,7,171,44,120,67,9,8,4,3,0,0,6,6,0,Light Heavyweight,900,3,0
Myles Jury,Rick Glenn,0,0,0.49,0.16,0.66,0.0,0,0,2,0,1,0,Other,3,2017-12-30,1,83,41,83,14,100,56,102,29,3,2,4,0,56,27,53,6,24,14,21,4,3,0,9,4,67,29,76,10,8,7,5,2,8,5,2,2,0,Featherweight,900,3,1
Marvin Vettori,Omari Akhmedov,0,0,0.4,0.29,0.0,0.0,2,0,1,0,0,0,Other,3,2017-12-30,1,161,66,174,51,181,85,178,55,1,0,2,0,149,56,152,39,10,8,11,6,2,2,11,6,139,55,171,50,15,7,3,1,7,4,0,0,0,Middleweight,900,3,0
Louis Smolka,Matheus Nicolau,0,3,0.3,0.5,0.0,0.75,0,2,0,6,0,0,Other,3,2017-12-30,1,159,49,172,87,163,53,196,107,1,0,4,3,116,20,114,47,36,23,56,38,7,6,2,2,159,49,150,72,0,0,0,0,0,0,22,15,0,Flyweight,900,3,0
Tim Elliott,Mark De La Rosa,0,0,0.5,0.5,1.0,0.0,2,0,6,0,2,0,Submission,2,2017-12-30,1,24,12,4,2,75,54,6,4,1,1,0,0,18,10,2,0,2,1,2,2,4,1,0,0,6,1,3,1,0,0,0,0,18,11,1,1,0,Bantamweight,401,3,1
Robbie Lawler,Rafael Dos Anjos,0,0,0.4,0.59,0.0,0.28,0,0,0,1,0,0,Other,5,2017-12-16,0,212,86,291,172,267,137,343,219,0,0,7,2,171,53,199,100,40,32,64,48,1,1,28,24,159,48,203,104,53,38,78,58,0,0,10,10,0,Welterweight,1500,5,0
Ricardo Lamas,Josh Emmett,0,1,0.45,0.26,0.0,0.0,0,0,0,0,0,0,KO,1,2017-12-16,0,37,17,38,10,37,17,38,10,0,0,0,0,18,3,32,6,5,4,2,1,14,10,4,3,37,17,38,10,0,0,0,0,0,0,0,0,0,Featherweight,273,3,0
Santiago Ponzinibbio,Mike Perry,1,0,0.39,0.37,1.0,1.0,0,0,2,0,0,0,Other,3,2017-12-16,0,200,78,136,51,203,81,136,51,3,3,1,1,177,56,112,34,8,8,18,12,15,14,6,5,188,67,135,51,1,1,1,0,11,10,0,0,0,Welterweight,900,3,1
Glover Teixeira,Misha Cirkunov,0,0,0.61,0.48,1.0,0.0,1,0,2,0,0,0,KO,1,2017-12-16,0,21,13,43,21,22,13,46,23,1,1,0,0,19,12,36,15,2,1,5,4,0,0,2,2,10,2,34,14,0,0,9,7,11,11,0,0,0,Light Heavyweight,165,3,1
Jared Cannonier,Jan Blachowicz,0,1,0.29,0.39,0.0,0.8,0,0,0,2,0,0,Other,3,2017-12-16,0,87,26,127,50,103,41,143,65,0,0,5,4,68,17,108,35,8,1,9,6,11,8,10,9,79,23,120,47,2,0,1,0,6,3,6,3,0,Light Heavyweight,900,3,0
Julian Marquez,Darren Stewart,0,0,0.5,0.56,0.0,0.66,3,0,1,2,0,0,Submission,2,2017-12-16,0,64,32,58,33,69,37,66,37,3,0,6,4,60,29,53,28,4,3,3,3,0,0,2,2,30,8,34,16,24,17,23,17,10,7,1,0,0,Middleweight,462,3,1
Chad Laprise,Galore Bofando,0,1,0.51,0.5,1.0,0.0,0,0,2,0,0,0,KO,1,2017-12-16,0,39,20,26,13,66,42,26,13,1,1,0,0,38,20,26,13,0,0,0,0,1,0,0,0,5,0,7,3,0,0,0,0,34,20,19,10,0,Welterweight,250,3,1
Nordine Taleb,Danny Roberts,1,0,1.0,0.25,0.0,0.0,0,0,0,0,0,0,KO,1,2017-12-16,0,5,5,4,1,5,5,4,1,0,0,0,0,3,3,1,0,1,1,0,0,1,1,3,1,4,4,4,1,0,0,0,0,1,1,0,0,0,Welterweight,59,3,1
John Makdessi,Abel Trujillo,1,0,0.45,0.31,0.0,0.16,0,0,0,0,0,0,Other,3,2017-12-16,0,104,47,91,29,119,57,93,30,0,0,6,1,53,17,82,23,24,13,6,3,27,17,3,3,102,47,88,28,2,0,3,1,0,0,0,0,0,Lightweight,900,3,1
Alessio Di Chirico,Oluwale Bamgbose,1,0,0.16,0.58,1.0,0.0,0,0,0,0,0,0,KO,2,2017-12-16,0,37,6,17,10,37,6,19,10,1,1,1,0,30,4,11,5,4,1,2,1,3,1,4,4,32,3,16,9,5,3,1,1,0,0,0,0,0,Middleweight,434,3,1
Jordan Mein,Erick Silva,0,0,0.4,0.27,0.75,0.0,1,0,4,0,0,0,Other,3,2017-12-16,0,127,51,48,13,183,97,51,16,4,3,3,0,116,44,38,5,6,3,6,4,5,4,4,4,62,21,47,12,12,7,1,1,53,23,0,0,0,Welterweight,900,3,1
Cub Swanson,Brian Ortega,0,0,0.61,0.34,0.0,0.0,0,2,0,0,0,0,Submission,2,2017-12-09,0,97,60,70,24,97,60,70,24,0,0,1,0,57,24,56,12,22,20,11,9,18,16,3,3,92,56,66,20,5,4,4,4,0,0,0,0,0,Featherweight,502,5,0
Jason Knight,Gabriel Benitez,0,0,0.19,0.44,0.11,0.0,0,0,0,1,0,0,Other,3,2017-12-09,0,181,36,192,85,182,37,199,91,9,1,0,0,160,22,163,61,15,10,18,14,6,4,11,10,175,33,185,81,6,3,0,0,0,0,7,4,0,Featherweight,900,3,0
Marlon Moraes,Aljamain Sterling,2,0,0.5,0.3,0.0,0.0,0,0,0,0,0,0,KO,1,2017-12-09,0,14,7,10,3,17,10,10,3,0,0,0,0,13,6,7,1,1,1,1,1,0,0,2,1,12,5,8,3,0,0,0,0,2,2,2,0,0,Bantamweight,67,3,1
Scott Holtzman,Darrell Horcher,0,0,0.59,0.57,0.63,1.0,0,0,5,0,0,0,Other,3,2017-12-09,0,82,49,63,36,212,173,87,60,11,7,1,1,60,28,54,28,21,20,6,5,1,1,3,3,37,12,32,13,15,13,21,15,30,24,10,8,0,Lightweight,900,3,1
Eryk Anders,Markus Perez,0,0,0.56,0.5,0.5,0.4,0,1,3,1,0,0,Other,3,2017-12-09,0,141,79,60,30,171,104,72,41,4,2,5,2,117,62,39,12,22,16,17,14,2,1,4,4,57,26,39,15,39,24,14,11,45,29,7,4,0,Middleweight,900,3,1
Albert Morales,Benito Lopez,0,1,0.39,0.41,0.0,0.0,0,1,0,1,0,0,Other,3,2017-12-09,0,198,78,187,78,252,109,188,79,1,0,0,0,154,45,144,55,21,14,31,15,23,19,12,8,186,73,180,74,12,5,7,4,0,0,0,0,0,Bantamweight,900,3,0
Alexis Davis,Liz Carmouche,0,0,0.36,0.69,0.33,1.0,2,0,2,2,1,0,Other,3,2017-12-09,0,63,23,71,49,182,132,215,191,3,1,4,4,44,10,46,29,10,6,15,13,9,7,10,7,39,7,40,20,15,9,13,12,9,7,18,17,0,Women's Flyweight,900,3,1
Luke Sanders,Andre Soukhamthath,0,1,0.34,0.4,0.0,0.0,0,0,0,0,0,0,KO,2,2017-12-09,0,67,23,49,20,82,37,52,23,1,0,0,0,61,19,44,16,6,4,4,3,0,0,1,1,61,21,37,10,6,2,3,3,0,0,9,7,0,Bantamweight,366,3,0
Carls John De Tomas,Alex Perez,0,0,0.28,0.6,0.0,0.5,0,3,0,1,0,0,Submission,2,2017-12-09,0,28,8,40,24,29,9,62,42,2,0,4,2,27,7,25,13,0,0,8,5,1,1,7,6,27,7,21,9,1,1,8,7,0,0,11,8,0,Bantamweight,414,3,0
Frankie Saenz,Merab Dvalishvili,0,0,0.54,0.39,0.0,0.47,0,0,0,0,0,0,Other,3,2017-12-09,0,106,58,118,47,115,66,180,104,3,0,23,11,63,22,98,34,37,31,16,10,6,5,4,3,59,22,84,24,45,34,32,21,2,2,2,2,0,Bantamweight,900,3,1
Alejandro Perez,Iuri Alcantara,0,0,0.36,0.38,0.0,0.0,0,0,0,0,0,0,Other,3,2017-12-09,0,97,35,99,38,100,38,100,39,3,0,3,0,72,16,63,9,4,4,21,15,21,15,15,14,90,29,98,38,7,6,1,0,0,0,0,0,0,Bantamweight,900,3,1
