fighter_name,DOB,Height,Reach,Stance,Weight
Andrea Lee,11-Feb-89,"5' 6""","69""",Orthodox,125 lbs.
Sherron Leggett,27-Oct-78,"5' 8""",,Southpaw,155 lbs.
Cheyden Leialoha,15-Mar-94,"5' 8""","73""",Orthodox,135 lbs.
Thales Leites,6-Sep-81,"6' 1""","78""",Orthodox,185 lbs.
Stefan Leko,3-Jun-74,"6' 2""",,Orthodox,215 lbs.
Gabe Lemley,,"5' 8""",,Orthodox,155 lbs.
Amanda Lemos,22-May-87,"5' 4""","65""",Southpaw,135 lbs.
Giacomo Lemos,23-Jun-89,"6' 3""","75""",Orthodox,247 lbs.
Christophe Leninger,,"6' 0""",,Southpaw,200 lbs.
Jesse Lennox,10-Mar-82,"5' 9""","72""",Orthodox,170 lbs.
Jean Francois Lenogue,29-Nov-72,"6' 0""",,Orthodox,185 lbs.
Nik Lentz,13-Aug-84,"5' 8""","68""",Orthodox,155 lbs.
Alberta Cerra Leon,,"5' 8""",,,238 lbs.
Anthony Leone,27-May-87,"5' 6""",,Orthodox,135 lbs.
Chad Leonhardt,19-Feb-80,"6' 0""",,,170 lbs.
Kimo Leopoldo,5-Jan-68,"6' 3""",,Orthodox,235 lbs.
Lukasz Les,5-Nov-81,,,,170 lbs.
Brock Lesnar,12-Jul-77,"6' 3""","81""",Orthodox,265 lbs.
Frank Lester,10-Jun-84,"5' 11""",,Orthodox,170 lbs.
Valerie Letourneau,29-Apr-83,"5' 7""","68""",Orthodox,115 lbs.
Leah Letson,21-Aug-92,"5' 7""","71""",,145 lbs.
Justin Levens,18-Apr-80,"5' 11""",,Orthodox,185 lbs.
Marcus LeVesseur,17-Jul-82,"5' 9""","70""",Southpaw,155 lbs.
David Levicki,,"6' 5""",,,275 lbs.
John Lewis,,"6' 0""",,Southpaw,155 lbs.
Derrick Lewis,7-Feb-85,"6' 3""","79""",Orthodox,260 lbs.
Bevon Lewis,5-May-91,"6' 3""","79""",Orthodox,185 lbs.
Chi Lewis-Parry,10-Aug-83,"6' 9""",,,243 lbs.
Jingliang Li,20-Mar-88,"6' 0""","71""",Orthodox,170 lbs.
Jess Liaudin,,"5' 9""","72""",Orthodox,170 lbs.
Chuck Liddell,17-Dec-69,"6' 2""","76""",Orthodox,205 lbs.
Zach Light,6-Feb-74,"5' 8""",,Orthodox,170 lbs.
Scott Lighty,15-Oct-78,"6' 2""",,,205 lbs.
Jae Suk Lim,9-Nov-79,"5' 9""",,Orthodox,170 lbs.
Hyun Gyu Lim,16-Jan-85,"6' 3""","77""",Orthodox,170 lbs.
Juliana Lima,15-Mar-82,"5' 5""","65""",Orthodox,115 lbs.
Dhiego Lima,31-Jan-89,"6' 2""","75""",Orthodox,170 lbs.
Douglas Lima,5-Jan-88,"6' 1""",,,170 lbs.
Mabelly Lima,25-Jan-94,"5' 2""",,Orthodox,135 lbs.
Matt Lindland,17-May-70,"6' 0""","74""",Southpaw,185 lbs.
Jake Lindsey,21-Jun-86,"5' 11""","71""",Switch,155 lbs.
John Lineker,12-Jun-90,"5' 3""","67""",Orthodox,135 lbs.
Austin Lingo,10-Jul-94,"5' 10""","70""",Orthodox,145 lbs.
Lucio Linhares,8-Dec-73,"6' 2""",,Orthodox,185 lbs.
Philipe Lins,17-Aug-85,"6' 2""","78""",Orthodox,240 lbs.
Ariane Lipski,26-Jan-94,"5' 6""","67""",Orthodox,125 lbs.
Dean Lister,13-Feb-76,"6' 1""","75""",Orthodox,185 lbs.
Abner Lloveras,4-Sep-82,"5' 11""","71""",,155 lbs.
John Lober,26-Feb-68,"5' 11""",,Orthodox,199 lbs.
Artem Lobov,11-Aug-86,"5' 9""","65""",Southpaw,145 lbs.
Dylan Lockard,19-May-92,"5' 9""","72""",Orthodox,145 lbs.
Sean Loeffler,23-May-82,"6' 3""",,Orthodox,185 lbs.
Christian Lohsen,24-Jan-95,"6' 2""","77""",Southpaw,155 lbs.
David Loiseau,17-Dec-79,"6' 0""","76""",Orthodox,185 lbs.
Hector Lombard,2-Feb-78,"5' 9""","71""",Southpaw,185 lbs.
Michael Lombardo,3-Apr-90,"6' 0""","72""",Orthodox,185 lbs.
Rocky Long,18-Feb-78,,,,145 lbs.
Thomas Longacre,,"5' 9""",,Orthodox,145 lbs.
Loma Lookboonmee,18-Jan-96,"5' 1""","61""",Orthodox,115 lbs.
Lucas Lopes,5-Oct-79,"6' 2""",,,185 lbs.
Dileno Lopes,26-Sep-84,"5' 5""","65""",,135 lbs.
Ivan Lopez,,"5' 6""",,Southpaw,135 lbs.
Steve Lopez,30-Jul-84,"5' 11""",,Orthodox,155 lbs.
Federico Lopez,,"5' 4""",,Orthodox,139 lbs.
Jorge Lopez,21-Nov-88,"5' 10""",,Orthodox,170 lbs.
Christopher Lopez,30-Jan-86,"5' 10""",,,170 lbs.
Matthew Lopez,21-Jan-87,"5' 7""","69""",Southpaw,135 lbs.
Benito Lopez,6-Apr-94,"5' 10""","73""",Switch,135 lbs.
Gustavo Lopez,27-Jun-89,"5' 5""","67""",Orthodox,135 lbs.
Brendan Loughnane,5-Dec-89,"5' 10""","70""",Switch,145 lbs.
Nate Loughran,28-Jul-80,"6' 2""",,Orthodox,185 lbs.
Ian Loveland,7-Sep-83,"5' 8""",,Orthodox,145 lbs.
Jakob Lovstad,,"6' 3""",,Orthodox,205 lbs.
Waylon Lowe,31-Oct-80,"5' 7""",,Southpaw,145 lbs.
Joe Lowry,12-Dec-89,"5' 10""","72""",Orthodox,155 lbs.
Robert Lucarelli,,"6' 2""",,,245 lbs.
Cleber Luciano,,"5' 6""",,,155 lbs.
Duane Ludwig,4-Aug-78,"5' 10""","70""",Orthodox,170 lbs.
Mike Lullo,24-Jul-79,"5' 8""",,Orthodox,145 lbs.
Dalcha Lungiambula,31-Jul-87,"5' 8""","76""",Orthodox,205 lbs.
Alexandru Lungu,3-Sep-74,"6' 0""",,Orthodox,385 lbs.
Vicente Luque,27-Nov-91,"5' 11""","75""",Orthodox,170 lbs.
Thaddeus Luster,,"6' 3""",,,210 lbs.
Travis Lutter,12-May-73,"5' 11""","75""",Orthodox,185 lbs.
Zhenhong Lv,25-Jun-93,"5' 8""","67""",Switch,145 lbs.
Chris Lytle,18-Aug-74,"5' 11""","68""",Orthodox,170 lbs.
Dong Hyun Ma,9-Sep-88,"5' 11""","70""",Orthodox,155 lbs.
William Patolino,1-Jul-91,"5' 11""","75""",Orthodox,170 lbs.
Jason MacDonald,3-Jun-75,"6' 3""","80""",Orthodox,185 lbs.
Rob MacDonald,5-Sep-78,"6' 3""","78""",Orthodox,205 lbs.
Rory MacDonald,22-Jul-89,"6' 0""","76""",Orthodox,170 lbs.
Ryan MacDonald,18-Mar-93,"5' 11""","71""",Switch,135 lbs.
Veronica Macedo,30-Oct-95,"5' 4""","64""",Southpaw,125 lbs.
Lyoto Machida,30-May-78,"6' 1""","74""",Southpaw,185 lbs.
Jon Koppenhaver,30-Nov-81,"5' 11""",,Orthodox,170 lbs.
Anthony Macias,,"5' 9""",,Switch,185 lbs.
Reza Madadi,20-Jun-78,"5' 11""","72""",Orthodox,155 lbs.
Don Madge,12-Nov-90,"6' 0""","72""",Southpaw,155 lbs.
Jon Madsen,12-Feb-80,"6' 0""","72""",Orthodox,240 lbs.
Mark Madsen,23-Sep-84,"5' 8""","72""",Orthodox,155 lbs.
Yoshiro Maeda,31-Oct-81,"5' 7""","68""",Southpaw,139 lbs.
Leonardo Mafra,25-Apr-89,"5' 10""","70""",Orthodox,155 lbs.
Vinny Magalhaes,2-Jul-84,"6' 3""","79""",Orthodox,205 lbs.
Vinicius Magalhaes,30-Jul-71,,,,145 lbs.
Caio Magalhaes,14-Dec-87,"6' 1""","73""",Orthodox,185 lbs.
Bernardo Magalhaes,8-Apr-81,"5' 9""","65""",Orthodox,155 lbs.
Angela Magana,2-Aug-83,"5' 1""","65""",Orthodox,115 lbs.
Neil Magny,3-Aug-87,"6' 3""","80""",Orthodox,170 lbs.
Rashid Magomedov,29-Nov-84,"5' 9""","70""",Orthodox,155 lbs.
Ruslan Magomedov,26-Nov-86,"6' 3""","78""",Orthodox,242 lbs.
Zabit Magomedsharipov,1-Mar-91,"6' 1""","73""",Orthodox,145 lbs.
John Maguire,19-May-83,"5' 9""","69""",Southpaw,155 lbs.
Bill Mahood,1-Feb-67,"6' 3""",,Orthodox,200 lbs.
Klayton Mai,30-Nov-86,"5' 9""",,,125 lbs.
Demian Maia,6-Nov-77,"6' 1""","72""",Southpaw,170 lbs.
Jennifer Maia,6-Oct-88,"5' 4""","64""",Orthodox,125 lbs.
Levan Makashvili,7-Jan-89,"5' 8""","68""",Orthodox,145 lbs.
John Makdessi,3-May-85,"5' 8""","68""",Orthodox,155 lbs.
Islam Makhachev,27-Oct-91,"5' 10""","70""",Orthodox,155 lbs.
Aliev Makhmud,13-Feb-70,"5' 6""",,Southpaw,195 lbs.
Zach Makovsky,19-Apr-83,"5' 4""","64""",Southpaw,125 lbs.
Fabio Maldonado,17-Mar-80,"6' 1""","75""",Orthodox,205 lbs.
Bea Malecki,23-Aug-91,"5' 9""","74""",Orthodox,135 lbs.
Nazareno Malegarie,16-May-86,"5' 8""","70""",,155 lbs.
Carl Malenko,,"5' 11""",,Orthodox,200 lbs.
Mike Malott,,"6' 0""",,,145 lbs.
Troy Mandaloniz,1-Feb-80,"5' 9""",,Orthodox,170 lbs.
Melvin Manhoef,11-May-76,"5' 9""",,Orthodox,185 lbs.
Melchor Manibusan,27-Dec-76,"5' 5""",,Southpaw,154 lbs.
Jon Manley,7-Jul-86,"6' 1""","75""",Orthodox,170 lbs.
Chris Manuel,21-Jul-87,"5' 9""",,Orthodox,135 lbs.
Jimi Manuwa,18-Feb-80,"6' 1""","79""",Orthodox,205 lbs.
Cristiano Marcello,3-Dec-77,"5' 9""","72""",Orthodox,155 lbs.
Jose Maria,4-Jan-82,"5' 5""",,Orthodox,125 lbs.
Marcos Mariano,12-Oct-86,"6' 1""","76""",Switch,155 lbs.
Enrique Marin,2-Sep-86,"5' 10""","74""",,170 lbs.
Ronny Markes,21-Apr-88,"6' 1""","75""",Orthodox,185 lbs.
Rory Markham,25-Mar-82,"6' 0""","71""",Orthodox,170 lbs.
Randa Markos,10-Aug-85,"5' 4""","63""",Orthodox,115 lbs.
Christina Marks,8-Nov-85,"5' 7""","69""",Orthodox,125 lbs.
Nate Marquardt,20-Apr-79,"6' 0""","74""",Orthodox,185 lbs.
Julian Marquez,8-May-90,"6' 2""","75""",Orthodox,185 lbs.
Carmelo Marrero,26-Jan-81,"6' 0""","73""",Orthodox,205 lbs.
John Marsh,15-Sep-70,"6' 0""",,Orthodox,265 lbs.
Eliot Marshall,7-Jul-80,"6' 2""","77""",Orthodox,205 lbs.
Doug Marshall,9-Sep-75,"5' 10""",,Orthodox,205 lbs.
David Marshall,24-Aug-84,"6' 2""",,,170 lbs.
Jack Marshman,19-Dec-89,"6' 0""","73""",Orthodox,185 lbs.
Terry Martin,10-Oct-80,"5' 8""","71""",Orthodox,185 lbs.
Anthony Rocco Martin,11-Dec-89,"6' 0""","73""",Orthodox,170 lbs.
Mallory Martin,29-Jan-94,"5' 4""","63""",Orthodox,115 lbs.
Michal Martinek,19-Apr-90,"6' 2""",,Southpaw,230 lbs.
Rainy Martinez,,"6' 0""",,Orthodox,199 lbs.
Danny Martinez,14-Jun-85,"5' 6""","67""",Orthodox,125 lbs.
Alonzo Martinez,22-Apr-84,"5' 10""",,,155 lbs.
Henry Martinez,7-Aug-83,"5' 7""","68""",Southpaw,155 lbs.
Jonathan Martinez,20-Apr-94,"5' 8""","70""",Southpaw,135 lbs.
Poppies Martinez,19-Aug-83,"5' 9""",,,145 lbs.
Andrew Martinez,,"5' 9""",,,215 lbs.
Wagner da Conceicao Martins,19-May-78,"6' 7""",,Orthodox,390 lbs.
Adriano Martins,16-Dec-82,"5' 10""","72""",Southpaw,155 lbs.
Lucas Martins,11-Nov-88,"6' 0""","72""",Southpaw,145 lbs.
Bristol Marunde,20-Apr-82,"6' 1""","71""",Orthodox,170 lbs.
Shoji Maruyama,24-Apr-83,"5' 7""",,Orthodox,139 lbs.
Mike Massenzio,1-Nov-82,"6' 2""","73""",Southpaw,185 lbs.
Jameel Massouh,12-Sep-84,"5' 10""","72""",Orthodox,145 lbs.
Tiffany Masters,31-Jul-94,"5' 3""","65""",Orthodox,115 lbs.
Jorge Masvidal,12-Nov-84,"5' 11""","74""",Orthodox,170 lbs.
Tateki Matsuda,27-Feb-86,"5' 7""","65""",Orthodox,125 lbs.
Daijiro Matsui,5-Dec-72,"5' 9""",,Orthodox,200 lbs.
Koichiro Matsumoto,7-Mar-86,"5' 7""",,,145 lbs.
Naoki Matsushita,,"5' 6""",,Orthodox,155 lbs.
Jake Matthews,19-Aug-94,"5' 11""","73""",Orthodox,170 lbs.
John Matua,,"6' 2""",,Orthodox,400 lbs.
Vladimir Matyushenko,4-Jan-71,"6' 0""","74""",Orthodox,205 lbs.
Elaina Maxwell,16-Dec-78,"5' 8""",,Orthodox,145 lbs.
Jeremy May,23-Oct-86,"6' 1""",,,185 lbs.
Jack May,14-Apr-81,"6' 8""","79""",Switch,255 lbs.
Don'Tale Mayes,16-Jan-92,"6' 6""","81""",Orthodox,260 lbs.
Gray Maynard,9-May-79,"5' 9""","70""",Orthodox,155 lbs.
Gina Mazany,19-Aug-88,"5' 6""","68""",Southpaw,135 lbs.
Sabina Mazo,25-Mar-97,"5' 7""","70""",Orthodox,125 lbs.
Michael McBride,9-Mar-86,"6' 1""","75""",Orthodox,155 lbs.
Ian McCall,7-May-84,"5' 5""","64""",Orthodox,125 lbs.
Molly McCann,4-May-90,"5' 4""","62""",Orthodox,125 lbs.
Charles McCarthy,6-Aug-80,"5' 10""","71""",Orthodox,185 lbs.
Sean McCorkle,17-Jul-76,"6' 7""","81""",Orthodox,265 lbs.
Kris McCray,24-Sep-81,"6' 0""","76""",Orthodox,170 lbs.
Tamdan McCrory,5-Nov-86,"6' 4""","78""",Switch,185 lbs.
Rob McCullough,26-May-77,"5' 9""","69""",Orthodox,155 lbs.
Justin McCully,18-Feb-76,"6' 1""","73""",Orthodox,225 lbs.
Bubba McDaniel,3-May-83,"6' 3""","75""",Southpaw,185 lbs.
Michael McDonald,15-Jan-91,"5' 9""","70""",Orthodox,135 lbs.
Miles McDonald,13-Aug-91,"5' 7""",,,115 lbs.
Justin McElfresh,4-Jan-80,"6' 6""",,Orthodox,205 lbs.
Drew McFedries,27-Jul-78,"6' 0""","72""",Southpaw,185 lbs.
Liam McGeary,4-Oct-82,"6' 6""",,,205 lbs.
Gan McGee,20-Nov-76,"6' 10""",,Orthodox,265 lbs.
Court McGee,12-Dec-84,"5' 11""","75""",Orthodox,170 lbs.
Kelly Velasco,21-May-95,"5' 9""",,Orthodox,135 lbs.
Ryan McGillivray,27-Sep-86,"5' 11""",,,170 lbs.
Ryan McGivern,17-Jan-80,"6' 0""",,Orthodox,185 lbs.
Conor McGregor,14-Jul-88,"5' 9""","74""",Southpaw,155 lbs.
Greg McIntyre,21-Apr-80,"5' 10""",,Orthodox,155 lbs.
Antonio McKee,12-Mar-70,"5' 8""",,Southpaw,155 lbs.
Tim McKenzie,21-Jul-82,"6' 0""","74""",Orthodox,185 lbs.
Cody McKenzie,16-Dec-87,"6' 0""","72""",Switch,155 lbs.
Terrance McKinney,15-Sep-94,"5' 11""","74""",Switch,145 lbs.
Brian McLaughlin,12-May-84,"5' 9""",,,155 lbs.
Jason McLean,,"5' 5""",,,145 lbs.
Garreth McLellan,1-Sep-82,"6' 1""","72""",Southpaw,185 lbs.
Sara McMann,24-Sep-80,"5' 6""","66""",Orthodox,135 lbs.
James McSweeney,24-Oct-80,"6' 4""","77""",Switch,230 lbs.
Daniel McWilliams,,"6' 1""",,,185 lbs.
Tim Means,20-Feb-84,"6' 2""","75""",Orthodox,170 lbs.
Yancy Medeiros,7-Sep-87,"5' 10""","75""",Orthodox,155 lbs.
Anistavio Medeiros,1-May-88,"5' 6""",,Orthodox,145 lbs.
Kaline Medeiros,,"5' 3""",,,115 lbs.
Todd Medina,,"5' 10""",,Southpaw,193 lbs.
Jason Medina,,"5' 9""",,,180 lbs.
Alton Meeks,5-Apr-94,"6' 5""","75""",Orthodox,265 lbs.
Gerald Meerschaert,18-Dec-87,"6' 1""","77""",Southpaw,185 lbs.
Frank Megallon,,"5' 10""",,Southpaw,185 lbs.
Derrick Mehmen,30-May-85,"6' 4""",,,205 lbs.
Jordan Mein,10-Oct-89,"6' 0""","73""",Orthodox,170 lbs.
Brian Melancon,28-May-82,"5' 8""","72""",Orthodox,170 lbs.
Brandon Melendez,24-Mar-83,"5' 11""",,Southpaw,155 lbs.
Gilbert Melendez,12-Apr-82,"5' 9""","73""",Orthodox,145 lbs.
Marcelo Mello,,"5' 7""",,Southpaw,170 lbs.
Fabio Mello,,"5' 5""",,Southpaw,155 lbs.
Vanessa Melo,27-Mar-88,"5' 5""","65""",Orthodox,135 lbs.
Antonio Mendes,19-Apr-81,"6' 3""","77""",Southpaw,205 lbs.
Chad Mendes,1-May-85,"5' 6""","66""",Orthodox,145 lbs.
Augusto Mendes,3-Mar-83,"5' 6""","65""",Orthodox,135 lbs.
Eddie Mendez,16-Jan-84,"5' 10""","76""",,185 lbs.
Pietro Menga,15-Feb-88,"5' 7""","68""",Southpaw,125 lbs.
Alonzo Menifield,18-Oct-87,"6' 0""","76""",Orthodox,205 lbs.
Ivan Menjivar,30-May-82,"5' 6""","64""",Orthodox,145 lbs.
Dave Menne,29-Jul-74,"5' 10""",,Orthodox,170 lbs.
Steve Mensing,6-Dec-77,"5' 11""",,Orthodox,185 lbs.
Buck Meredith,17-May-82,"6' 2""",,,185 lbs.
Joe Merritt,7-Mar-84,"6' 0""","73""",Orthodox,170 lbs.
Jeremiah Metcalf,,"6' 1""",,Orthodox,185 lbs.
Jonathan Meunier,4-Aug-87,"6' 3""","75""",Switch,170 lbs.
Yaotzin Meza,4-Feb-81,"5' 9""","74""",Orthodox,145 lbs.
Guy Mezger,1-Jan-68,"6' 1""",,Orthodox,200 lbs.
David Michaud,10-Nov-88,"5' 9""","72""",Orthodox,155 lbs.
Chris Mickle,10-Jul-83,"5' 9""",,Orthodox,145 lbs.
Zachary Micklewright,21-Aug-76,"6' 0""","74""",Southpaw,155 lbs.
Kristof Midoux,30-Jul-74,"6' 1""",,Orthodox,220 lbs.
Chris Mierzwiak,14-Feb-88,"6' 1""",,,185 lbs.
Bojan Mihajlovic,30-Mar-80,"5' 11""","73""",Orthodox,205 lbs.
Billy Miles,28-Apr-78,"5' 10""",,Orthodox,170 lbs.
Pat Miletich,9-Mar-68,"5' 10""",,Orthodox,170 lbs.
Curtis Millender,1-Dec-87,"6' 2""","76""",Orthodox,170 lbs.
Phillip Miller,20-Feb-79,"5' 11""",,Orthodox,185 lbs.
Jason Miller,24-Dec-80,"6' 1""","72""",Orthodox,185 lbs.
Dan Miller,30-Jun-81,"6' 1""","74""",Orthodox,185 lbs.
Jim Miller,30-Aug-83,"5' 8""","71""",Southpaw,155 lbs.
Cole Miller,26-Apr-84,"6' 1""","74""",Orthodox,145 lbs.
Henry Miller,16-Jul-69,"5' 7""",,Southpaw,270 lbs.
Micah Miller,14-Feb-87,"6' 0""",,Orthodox,145 lbs.
Che Mills,29-Sep-82,"6' 1""","76""",Orthodox,170 lbs.
Adam Milstead,3-Jul-87,"6' 3""","76""",Orthodox,205 lbs.
Alberto Mina,2-May-82,"6' 0""","77""",Orthodox,170 lbs.
Vitaly Minakov,6-Feb-85,"6' 2""",,,249 lbs.
Darrick Minner,28-Apr-90,"5' 7""","69""",Orthodox,145 lbs.
Ikuhisa Minowa,12-Jan-76,"5' 9""",,Orthodox,181 lbs.
Stipe Miocic,19-Aug-82,"6' 4""","80""",Orthodox,240 lbs.
Frank Mir,24-May-79,"6' 3""","79""",Southpaw,264 lbs.
Mario Miranda,12-Jul-79,"6' 3""","74""",Orthodox,185 lbs.
Vitor Miranda,10-Mar-79,"6' 1""","77""",Orthodox,185 lbs.
Damir Mirenic,2-Aug-74,"6' 0""",,Orthodox,185 lbs.
Kazuo Misaki,25-Apr-76,"5' 8""",,Orthodox,183 lbs.
Toby Misech,7-Mar-88,"5' 8""",,Southpaw,145 lbs.
Dokonjonosuke Mishima,19-Apr-72,"5' 7""",,Southpaw,155 lbs.
David Mitchell,24-Oct-79,"6' 0""","76""",Orthodox,170 lbs.
Danny Mitchell,8-Aug-86,"6' 2""","74""",Orthodox,170 lbs.
Brad Mitchell,10-Oct-74,"5' 11""",,,145 lbs.
Bryce Mitchell,4-Oct-94,"5' 10""","70""",Southpaw,145 lbs.
Maurice Mitchell,29-Jun-87,"5' 9""",,Orthodox,145 lbs.
Roman Mitichyan,4-Sep-78,"5' 10""",,Orthodox,170 lbs.
Matt Mitrione,15-Jul-78,"6' 3""","79""",Switch,265 lbs.
Eiji Mitsuoka,1-Jan-76,"5' 7""",,Southpaw,145 lbs.
Hiromitsu Miura,22-Sep-81,"5' 9""","71""",Orthodox,170 lbs.
Jonathan  Mix,9-Nov-80,"6' 0""",,,168 lbs.
Tomoya Miyashita,,"5' 7""",,Southpaw,139 lbs.
Kazuyuki Miyata,,"5' 8""",,Orthodox,139 lbs.
Motoki Miyazawa,,"5' 11""",,Southpaw,168 lbs.
Takeya Mizugaki,16-Dec-83,"5' 7""","68""",Orthodox,135 lbs.
Tatsuya Mizuno,2-Jun-81,"6' 1""",,Southpaw,205 lbs.
Roxanne Modafferi,24-Sep-82,"5' 7""","69""",Orthodox,125 lbs.
Bobby Moffett,1-Jun-90,"5' 10""","73""",Orthodox,145 lbs.
Nate Mohr,3-Mar-83,"5' 9""","72""",Orthodox,155 lbs.
Thiago Moises,23-Mar-95,"5' 9""","70""",Orthodox,155 lbs.
Ashkan Mokhtarian,15-Sep-85,"5' 6""","67""",Southpaw,125 lbs.
Suman Mokhtarian,13-Jun-92,"5' 8""","72""",Orthodox,145 lbs.
Dan Molina,14-Jun-84,"5' 10""",,,216 lbs.
Rudyard Moncayo,,"5' 10""",,Orthodox,195 lbs.
Hidetaka Monma,23-Oct-73,"6' 0""",,Orthodox,168 lbs.
Jeff Monson,18-Jan-71,"5' 9""","74""",Orthodox,247 lbs.
Darrell Montague,3-Nov-87,"5' 6""","67""",Southpaw,125 lbs.
Augusto Montano,25-Oct-84,"6' 1""","73""",Orthodox,170 lbs.
Erick Montano,19-Nov-85,"6' 0""","73""",Orthodox,170 lbs.
Nicco Montano,16-Dec-88,"5' 5""","65""",Southpaw,135 lbs.
Alberto Montes,31-May-94,"5' 7""",,,135 lbs.
Steve Montgomery,19-Dec-90,"6' 4""","75""",Southpaw,185 lbs.
James Moontasri,10-Apr-88,"5' 10""","71""",Switch,170 lbs.
Homer Moore,27-Nov-71,"5' 10""",,Orthodox,205 lbs.
Todd Moore,30-Dec-83,"5' 9""","71""",Southpaw,170 lbs.
Sergio Moraes,23-Jul-82,"6' 0""","72""",Orthodox,170 lbs.
Marlon Moraes,26-Apr-88,"5' 6""","67""",Orthodox,135 lbs.
Sheymon Moraes,11-Oct-90,"5' 8""","72""",Orthodox,145 lbs.
John Moraga,20-Mar-84,"5' 6""","66""",Orthodox,125 lbs.
Ricardo Morais,26-Feb-67,"6' 8""",,Orthodox,270 lbs.
Leonardo Morales,22-Dec-92,"5' 8""","68""",Southpaw,135 lbs.
Albert Morales,25-May-91,"5' 9""","72""",Orthodox,135 lbs.
Joseph Morales,22-Aug-94,"5' 6""","69""",Switch,125 lbs.
Vince Morales,12-Nov-90,"5' 7""","70""",Orthodox,145 lbs.
Omar Morales,17-Oct-85,"5' 11""","73""",Orthodox,155 lbs.
Sarah Moras,30-Apr-88,"5' 7""","67""",Orthodox,135 lbs.
Christian Morecraft,8-Sep-86,"6' 6""","81""",Orthodox,260 lbs.
Joe Moreira,,"5' 11""",,Southpaw,195 lbs.
Richardson Moreira,31-Mar-84,"6' 2""","72""",Orthodox,185 lbs.
Gisele Moreira,14-Jan-81,"5' 6""",,Orthodox,135 lbs.
Vinicius Moreira,28-Feb-89,"6' 4""","76""",Orthodox,205 lbs.
Jesse Moreng,9-Nov-79,"5' 7""",,Orthodox,145 lbs.
Brandon Moreno,7-Dec-93,"5' 7""","70""",Orthodox,125 lbs.
Dan Moret,21-Nov-86,"6' 0""","73""",Southpaw,155 lbs.
Sammy Morgan,28-Sep-81,"5' 10""",,Orthodox,170 lbs.
Peggy Morgan,16-Dec-79,"6' 1""","70""",,135 lbs.
Alex Morono,16-Aug-90,"5' 11""","72""",Orthodox,170 lbs.
Maryna Moroz,8-Sep-91,"5' 7""","67""",Orthodox,125 lbs.
Sergey Morozov,14-Jun-89,"5' 6""",,,135 lbs.
Brad Morris,1-Nov-79,"6' 2""",,Orthodox,205 lbs.
Scott Morris,,"5' 10""",,Orthodox,210 lbs.
Anthony Morrison,29-Mar-84,"5' 7""",,Orthodox,145 lbs.
Jack Morrison,,"5' 11""",,,205 lbs.
Harry Moskowitz,,"6' 5""",,Orthodox,275 lbs.
Juan Mott,,"6' 0""",,Switch,190 lbs.
Flavio Luiz Moura,,"5' 11""",,Open Stance,183 lbs.
Gegard Mousasi,1-Aug-85,"6' 2""","76""",Orthodox,185 lbs.
Jamie Moyle,17-Mar-89,"5' 1""","65""",Orthodox,115 lbs.
Su Mudaerji,20-Jan-96,"5' 8""","72""",Southpaw,135 lbs.
Garrett Mueller,29-Jan-89,"5' 9""",,,135 lbs.
Lauren Mueller,15-Nov-91,"5' 5""","67""",Orthodox,125 lbs.
Belal Muhammad,9-Jul-88,"5' 11""","72""",Orthodox,170 lbs.
Quinn Mulhern,20-Sep-84,"6' 3""","76""",Orthodox,155 lbs.
James Mulheron,20-Feb-88,"5' 10""","73""",Orthodox,243 lbs.
Jamie Mullarkey,17-Aug-94,"6' 0""","74""",Orthodox,155 lbs.
Jim Mullen,,"6' 1""",,Southpaw,215 lbs.
Pedro Munhoz,7-Sep-86,"5' 6""","65""",Orthodox,135 lbs.
Andre Muniz,17-Feb-90,"6' 1""","78""",Southpaw,185 lbs.
Mark Munoz,9-Feb-78,"6' 0""","72""",Orthodox,185 lbs.
Alex Munoz,27-Feb-90,"5' 9""",,Switch,155 lbs.
Makhmud Muradov,8-Feb-90,"6' 2""","75""",Orthodox,185 lbs.
Kazunari Murakami,29-Nov-73,"6' 1""",,Orthodox,220 lbs.
Ryuichi Murata,,"5' 8""",,Orthodox,183 lbs.
Kanako Murata,10-Aug-93,"5' 1""",,,115 lbs.
Vince Murdock,21-Mar-91,"5' 6""","66""",Orthodox,145 lbs.
Tom Murphy,19-Nov-74,"6' 2""",,Southpaw,227 lbs.
Ian Murphy,14-Jun-85,"6' 1""",,Orthodox,185 lbs.
Jon Murphy,9-Aug-77,"6' 3""",,Orthodox,260 lbs.
Lauren Murphy,27-Jul-83,"5' 5""","67""",Orthodox,125 lbs.
Lerone Murphy,22-Jul-91,"5' 9""","73""",Orthodox,145 lbs.
Lee Murray,12-Sep-77,"6' 3""",,Orthodox,185 lbs.
Khalid Murtazaliev,15-Jul-93,"6' 0""","76""",Orthodox,185 lbs.
Nico Musoke,5-Apr-86,"6' 0""","75""",Orthodox,170 lbs.
Andre Mussi,,"6' 3""",,Orthodox,242 lbs.
Magomed Mustafaev,2-Aug-88,"5' 8""","71""",Orthodox,155 lbs.
Max Mustaki,7-Nov-87,"6' 0""",,Orthodox,155 lbs.
Elvis Mutapcic,19-Jul-86,"6' 0""","72""",Orthodox,185 lbs.
Fiona Muxlow,13-May-77,"5' 4""",,,145 lbs.
Ho Bae Myeon,,"5' 11""",,Orthodox,168 lbs.
Katsuhiko Nagata,31-Oct-73,"5' 7""",,Southpaw,154 lbs.
